"","id","p1","b1","p2","beta1","beta2","beta3","beta4","gamma0","gamma1"
"1","11542",10.23094539922,0.246743232797527,5.05733220646656,1.38568551988125,11.3929441793834,0.196883265063052,2.57845286603302,7.33519173129377,-1.78976888413311
"2","11960",8.6984003053106,0.423081593970521,3.25592766639277,0.689585062678877,11.5163065492129,0.208032854053774,2.63377578261829,10.4590939654422,-1.78976888413311
"3","250009",11.0523688945554,0.263738450441852,5.73200806036781,1.47510096530937,11.78065013601,0.148326547963202,2.59709315209488,2.56216501491607,-1.78976888413311
"4","250405",9.51348494883869,0.382022405493559,5.15549166789396,0.878891811389528,11.7975983626291,0.189164347163579,2.10428067941115,6.29570451080859,-1.78976888413311
"5","250422",11.7912656398173,0.340376787699913,3.81125918573058,1.15315768732498,11.7776915562975,0.214716309438495,2.60307721182241,8.72913562952733,-1.78976888413311
"6","250642",10.8255668952175,0.301314891549365,6.31798496700441,1.21131371086212,11.445534791944,0.200662312993883,2.56564793360752,11.3744043905258,-1.78976888413311
"7","250708",12.2079378024145,0.124144046247437,6.43599659062226,2.38901486901758,11.8921182054821,0.157608298989483,2.84239953541347,8.64677560345747,-1.78976888413311
"8","250723",11.1948704460975,0.292025409686221,6.97675987361629,1.30545703012873,11.5161918094075,0.203280557379223,2.63394644863618,4.16359931847225,-1.78976888413311
"9","250736",11.2131350787043,0.295966440329555,5.60856374928937,1.22480004404782,10.9746964572477,0.262203272211088,2.86557984725889,9.48495174390221,-1.78976888413311
"10","250858",12.1938507891116,0.256589422841699,6.79286519622733,1.42910816812014,11.7529548712983,0.184589743572113,2.55896121479363,9.53796427809698,-1.78976888413311
"11","250861",9.96630176109545,0.343120286738061,5.46073632773166,0.621057937512444,10.9194345760773,0.160096549456709,2.32242085864781,3.36481943503191,-1.78976888413311
"12","250866",12.9021659189388,0.198445535792479,6.26718672473275,1.59047080318487,10.8882240016344,0.185071143862615,2.57668638117285,9.44248963257774,-1.78976888413311
"13","250867",11.8169801270719,0.241771174292747,3.84009308248275,1.50502363951855,11.3195857906475,0.185966265218072,2.61557407146338,4.77890016085538,-1.78976888413311
"14","250869",12.3653069713484,0.166997990931254,7.21029245313321,1.72442712859677,11.3124020110643,0.18934174037266,2.66465278506168,12.1447007981425,-1.78976888413311
"15","250911",11.7134238906453,0.272300331887579,5.58464296178328,1.31591822813261,11.2180981327315,0.214062992855968,3.40501044526018,9.32187112821652,-1.78976888413311
"16","270686",11.3145850494684,0.311376476199407,5.88128429704925,0.975571286004342,11.3631988787266,0.17500768334648,2.29788505460184,5.02589634672003,-1.78976888413311
"17","271760",11.7136520318519,0.382953770231156,5.6368089122585,1.71940194827419,13.2755754839062,0.178333103159353,2.21480034298628,8.58669332010462,-1.78976888413311
"18","271762",10.4885940344502,0.273801272556697,5.67338999448454,1.22127327326629,10.7828653489988,0.208770085880464,2.629751099758,11.2121660540402,-1.78976888413311
"19","271763",10.0437323320581,0.330744611642552,5.75084155431147,0.892148228379328,11.5240903986054,0.135852477666564,1.76720721535118,11.1035973857843,-1.78976888413311
"20","271764",12.9903449797449,0.34133908998775,5.31021756970096,0.883571328720154,11.4657895194113,0.215824192816093,2.86690923391534,8.90745416497263,-1.78976888413311
"21","271767",11.8321199248111,0.315225441953965,6.41487994051775,0.805759909948349,10.9902718008197,0.200638942799169,2.54265194597711,7.3293395476286,-1.78976888413311
"22","271768",12.1641797326539,0.326669828564656,6.1620660937317,0.806349235492744,11.240853320937,0.193957584784216,2.21400708329062,11.9365838884545,-1.78976888413311
"23","271773",11.4323727337783,0.291528614590964,5.4532531606684,1.05817596102843,10.3254073761601,0.265967744090437,3.7229722312921,3.67140374027919,-1.78976888413311
"24","271775",11.057922306502,0.214068134022275,4.91483045616739,1.4126325488645,11.5986460092042,0.136177553386147,1.8776630020602,11.5412732934013,-1.78976888413311
"25","271777",12.0897902436968,0.251272498730136,6.39826552654333,1.45624446516392,11.2511441995326,0.184968062832388,2.57600310362091,8.97437920238913,-1.78976888413311
"26","271778",11.0817717765966,0.238637470761353,5.28308735921252,1.38791413756546,11.0226805844457,0.185421332571653,2.62737904852309,11.655742365101,-1.78976888413311
"27","271780",11.9432961414083,0.165513146481784,4.49317121448227,1.74031707656933,11.260439193557,0.179966310177269,2.60683032981848,11.9626896988982,-1.78976888413311
"28","271783",12.044146568229,0.137972691806849,6.96514748829501,1.91933564362569,11.1820383636266,0.211347719422959,3.19356074299772,6.15841706041882,-1.78976888413311
"29","271865",10.8576876867317,0.265558072473085,4.69924901730214,1.52453919702116,11.7910298936679,0.195884215255154,2.58877906357642,9.12168219975388,-1.78976888413311
"30","271897",11.2979506985909,0.2186063845236,5.14832241380815,1.62461644402544,11.5527211333203,0.175639827422266,2.61866591652864,7.71787665839307,-1.78976888413311
"31","271912",11.124684139209,0.223088865829651,5.44737200694078,1.38516364860056,10.8344609405284,0.19073734986858,2.67614817329304,11.5000637576249,-1.78976888413311
"32","610185",10.0415087855021,0.163189780267922,4.20334807676163,1.8194787807684,11.5070133300489,0.17908334016286,2.54775983391356,8.48213544332534,-1.78976888413311
"33","610282",13.4393890641793,0.188305323975209,5.65503916778368,2.18005983020494,12.6602241789441,0.107091135685229,2.7693954824156,7.01538040343405,-1.78976888413311
"34","610292",11.0558315456841,0.247394481535167,5.66351425860103,1.5022774020046,11.3574671796995,0.185495070055361,2.58596113453576,11.5539446827674,-1.78976888413311
"35","610324",12.080101090093,0.353890890682509,5.3857657537503,1.01286533221002,11.5759770186806,0.205611260229043,2.56012709850075,11.9081006867518,-1.78976888413311
"36","610330",13.6527435079988,0.275095879644438,7.61686825140539,1.18776945961882,11.0043059424772,0.193939910626373,2.59690945243279,11.0112554278399,-1.78976888413311
"37","610336",11.6500999398136,0.334454046420495,3.55048048636968,1.18303054932434,11.9383636019093,0.21208914893257,2.62808853601995,8.56107866125967,-1.78976888413311
"38","610345",12.6981438382858,0.212350815177544,6.10857656343802,1.63056013639427,11.4991295487481,0.174433092557139,2.60844621704611,7.55322131088631,-1.78976888413311
"39","610363",10.1681082154858,0.332032992211402,4.30708385725747,1.09694949777644,11.338592669126,0.203652502178887,2.65393272548934,6.3935480191361,-1.78976888413311
"40","610429",11.8299925610681,0.28538762442872,5.33516190353267,2.40624469520699,13.6140235617997,0.21826307819598,2.27990655800145,2.00833933886833,-1.78976888413311
"41","610434",11.5061631263987,0.326173783809038,5.74855026289827,0.933310980478194,11.1614726885295,0.195747185214651,2.63008761832382,11.7662698895498,-1.78976888413311
"42","610468",12.0971173971158,0.291322764016638,6.79858981552772,1.26162965363318,11.3613620181714,0.197529886007003,2.54687718037781,8.91556121271652,-1.78976888413311
"43","610470",11.2504238692135,0.286912468491695,5.2393380361732,1.19252659779469,10.6084880639422,0.198981964081903,2.6370182536536,11.424749825177,-1.78976888413311
"44","610471",11.7059863101997,0.233573761927581,6.23769846956234,1.44990327279572,11.3553786616585,0.178046433909551,2.68753517025083,7.71188006880641,-1.78976888413311
"45","610490",12.3143969176102,0.186924213791776,6.8105496043357,1.62900676702925,11.2210681786706,0.188363144469266,2.56931585065264,11.9870057244743,-1.78976888413311
"46","610500",11.2041859974661,0.310653360266505,5.29397684933452,1.75566773672958,11.5072451952072,0.299413611396474,2.8137961721179,8.22475888433378,-1.78976888413311
